id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,timestamp
f0f9a0ed-bafd-47c1-867b-588251ff8ee3,0.28,-0.53,0.04,4.39,171.69,76.29,24,49,8,2025-05-25 23:58:19.177+0000
a35b4f63-6bb0-49ab-8fc5-6ae602d37950,-2.11,1.16,-0.69,138.42999,19.47,-39.18,-15,48,19,2025-05-25 23:59:00.763+0000
2947e8c7-0c5d-4d63-b84f-a69d1e4969dc,-1.1,-0.39,-0.24,-265.81,75.38,-236.57001,-30,35,-8,2025-05-25 23:58:45.211+0000
e44c274a-b90c-4d8a-a0b1-b1ede2c11354,-0.44,-0.85,-0.51,-4.64,36.99,-72.33,14,42,-11,2025-05-25 23:58:24.200+0000
bb9fa4b8-42c6-478c-8a8b-2a52a9625090,-0.46,-0.1,-0.05,-89.11,224.49001,-59.02,15,52,0,2025-05-25 23:57:42.127+0000
ef378281-3901-426c-b747-e20a88bd9062,-0.93,0.41,-0.21,-181.52,187.19,99.43,13,48,-7,2025-05-25 23:58:22.688+0000
2e1dc17e-f437-48a2-8c8a-fb63650e8e62,0.42,-0.97,0.04,-84.9,128.36,37.66,-14,49,3,2025-05-25 23:59:00.276+0000
4f8f6b22-cd4f-404f-9cf5-0bf8964b9850,-0.25,0.6,-0.11,-124.21,93.51,76.72,-19,46,15,2025-05-25 23:59:16.315+0000
d7366ac7-768c-4cf2-912a-95d3fdf599be,-2.08,0.97,-0.42,140.69,-46.08,-25.57,-22,40,20,2025-05-25 23:58:53.744+0000
eefdc2b9-fbe3-4eb8-9488-3f0e41b38c82,-0.24,-0.01,-0.52,42.48,216.86,39.79,21,46,-5,2025-05-25 23:57:43.638+0000
d57498c0-40d1-46ca-9aa4-f02483af9d4b,-3.33,0.04,-2.22,263.98001,-552.54999,94.6,13,34,-7,2025-05-25 23:57:59.141+0000
16e8e1ce-a48c-4c36-b2b0-e57f1d67d9e3,-0.32,-0.78,-1.14,-39.49,-42.42,105.22,25,48,1,2025-05-25 23:58:13.669+0000
a2968d93-1f3d-4368-8a24-c1a936fabd6b,-1.2,0.58,-0.53,-236.21001,177.42999,7.26,-2,50,6,2025-05-25 23:58:59.788+0000
7e19095c-7a02-4902-a981-873b7c9bd679,0.83,0.07,-0.98,-99.12,-10.62,-37.84,20,51,8,2025-05-25 23:58:15.667+0000
b4b090ed-c70e-4e89-a96e-f689cbcc121c,0.98,-0.16,-0.98,-14.53,66.65,80.14,-10,48,13,2025-05-25 23:58:50.233+0000
8d0d3a9e-d828-4b91-9fd2-086f3cb81da3,0.28,-0.08,-0.57,-45.53,47.97,-152.28,-18,45,4,2025-05-25 23:58:45.698+0000
97660c16-5d7d-4d03-b214-48896cf937c2,-0.93,0.06,-0.2,62.74,-37.48,-24.96,17,51,13,2025-05-25 23:59:20.312+0000
1d5195f9-dc9d-4ff8-8566-55f7fed0a2ad,-1.3,0.17,0.19,86.06,52.19,1.65,4,49,28,2025-05-25 23:59:23.822+0000
cd53c727-63ef-4651-875a-fb0a92c1efe7,-1.01,-0.39,-0.53,-70.68,-24.72,-13.43,24,46,-3,2025-05-25 23:58:23.713+0000
df294c1c-7020-464e-b4a4-e602f367b017,-2.23,-1.72,0.17,-182.86,96.5,-41.02,-27,37,5,2025-05-25 23:58:26.199+0000
954c2ba6-2d22-4f4c-a932-2013c3be704c,-4,0.02,0.45,-146.06,-90.94,317.92999,-12,39,-14,2025-05-25 23:58:32.196+0000
5e92dc83-96b1-40a7-90ca-0e803f7a3273,0.16,0.09,-0.06,-16.05,15.87,-100.52,-12,50,24,2025-05-25 23:59:02.762+0000
c2b085b9-3bb7-478f-9534-f7b268cb4efa,-1.03,0.13,-0.19,1.04,-105.41,-57.5,-7,43,26,2025-05-25 23:59:18.801+0000
e9c8b635-af63-44da-b150-0301763e7157,-0.36,0.1,-0.93,-48.71,11.17,130.67999,1,35,-19,2025-05-25 23:58:06.162+0000
e45b270e-7c99-44e2-8087-d9cfca4db3fb,-0.55,-0.7,-1.49,187.92999,-226.75,115.91,-26,41,16,2025-05-25 23:58:54.766+0000
fa5656e8-c1ee-4cb0-86e0-3fbcb286ece6,-0.58,-0.44,-0.4,-80.32,-44.19,-82.4,14,31,-25,2025-05-25 23:58:05.675+0000
5f557850-d13f-427e-b815-83b33bbb17ad,-0.93,-0.17,-0.52,93.93,-85.33,-6.16,-13,46,-1,2025-05-25 23:59:13.780+0000
b5ae0151-63f4-41e7-ba1d-e4cc9cf2a208,-0.18,-0,-0.2,-113.65,191.28,-89.97,26,46,-10,2025-05-25 23:57:57.630+0000
7dbbe1a0-615b-40d6-9b08-048de41d9649,-0.5,0.08,-0.3,-115.54,44.86,-98.51,-15,25,-19,2025-05-25 23:58:06.649+0000
1878829b-43e0-4c60-a187-a882b5ca9e97,0.37,0.19,-0.06,-76.66,-47.97,-7.75,-17,47,18,2025-05-25 23:59:01.251+0000
88fd4a9d-f5d2-4c1e-80f0-b97b56c6ab26,0.39,-0.54,-0.29,-133.48,65.49,-47.18,-5,46,-7,2025-05-25 23:58:51.257+0000
cae79a26-820b-4b33-987c-95a48268efa7,-1.95,0.27,-0.08,-205.25999,208.67999,-73.85,25,45,-8,2025-05-25 23:58:00.116+0000
dcaeccf4-08af-4c21-afea-ac01f30438ab,-0.78,-0.41,0.16,-219.91,65.19,20.2,-18,41,8,2025-05-25 23:58:56.277+0000
a9d5229c-dfba-4181-b454-a4e28ffce8c7,-2.41,-0.78,-1.45,33.14,-700.87,8.54,-22,44,14,2025-05-25 23:58:47.209+0000
4f611ac8-9397-4d7a-81b3-501a9db3eacb,-0.49,0.03,-0.54,103.58,130.74001,45.65,16,53,5,2025-05-25 23:58:17.178+0000
05738507-8a0d-419b-9401-5e50b09d38fd,-4,0.25,0.37,-39.86,-264.39999,275.20999,-15,35,-12,2025-05-25 23:58:34.194+0000
55b1ed2a-529c-441c-9e09-3acacf20ed0c,-0.46,-0.13,-0.91,-21.55,89.6,-35.22,-11,48,12,2025-05-25 23:59:01.787+0000
83fd07ae-5f6b-486e-95a4-d5d4c8346c7e,-1.44,-0.24,-0.55,114.01,338.81,144.64999,23,47,7,2025-05-25 23:57:51.635+0000
8e2c4bcb-a84b-4260-9c78-a22e6d26cbb4,-2.21,1.15,-0.68,181.09,-16.3,-64.58,-18,48,21,2025-05-25 23:58:57.252+0000
6dcf2469-927b-4197-ad3f-4fdd75458d26,0.62,0.24,-0.51,-45.53,334.10999,79.28,20,46,-5,2025-05-25 23:57:52.657+0000
93a2b0cd-ed9e-442f-9844-8573b85ed757,-3.02,0.23,-0.4,-74.95,-114.14,-187.56,19,50,14,2025-05-25 23:57:53.145+0000
4363d4c8-7960-4aae-b3c0-4f32a1dbdf41,-4,-2.33,0.75,199.46001,-271.48001,149.11,-18,44,-5,2025-05-25 23:58:29.221+0000
9b1c0d13-1ea8-48f6-a7be-1be8887b6c36,0.22,0.33,-0.02,-12.21,-54.2,-34.61,-6,49,7,2025-05-25 23:59:17.826+0000
c29617cd-d42b-4ffc-a20d-8e205152b461,0.01,0.01,-0.95,-15.75,371.57999,-109.86,-10,48,18,2025-05-25 23:58:31.708+0000
1aabc0c8-80aa-4426-b4d1-f7e2c55c1908,0.21,-0.03,-0.59,35.03,32.17,-40.53,-6,50,34,2025-05-25 23:58:59.252+0000
c6f74569-9660-4999-9d34-87b0d09531da,-2.89,0.29,-0.83,445.56,-212.10001,360.89999,-17,50,18,2025-05-25 23:58:37.216+0000
dadd57fd-a046-4911-8a06-f249e94fc615,-1.99,-0.89,-0.12,-260.73999,71.17,-63.9,-21,41,9,2025-05-25 23:58:39.703+0000
579eb780-f04b-4e02-add8-c73029f6d705,0.78,-0.45,-0.49,-69.46,2.5,-3.3,17,53,7,2025-05-25 23:57:53.632+0000
44fc9cee-729a-43c9-a277-5be4605ab558,1.14,-0.25,-0.31,-98.57,-31.25,-17.76,18,53,23,2025-05-25 23:57:51.147+0000
cfc11530-aa2a-4b94-ab21-9e95ddaaa013,0.11,0.25,0.03,33.14,33.2,-57.19,-16,46,18,2025-05-25 23:59:07.782+0000
00baa2aa-f9ef-478f-acea-21d0f57a7739,0.52,-0.46,-0.36,-154.97,290.76999,1.77,-7,48,1,2025-05-25 23:58:32.683+0000
3c79733b-8a1a-4c41-8e44-2c57afc65b60,0.72,-1.04,-0.53,-170.35001,321.29001,-38.15,-16,46,-4,2025-05-25 23:58:28.685+0000
470c1d33-b502-4279-a886-044426514178,-3.36,-0.39,-0.94,-8.06,-318.48001,-146,28,45,-6,2025-05-25 23:57:50.611+0000
7b7f2694-bcd4-47a6-a09d-7aca10240d6c,0.19,0.35,0.01,4.39,16.85,-46.39,15,52,16,2025-05-25 23:59:20.799+0000
bd37d879-273f-448a-bff5-cf157c1cce28,-1.66,0.02,-0.22,45.53,-62.19,-40.1,-24,40,3,2025-05-25 23:58:55.253+0000
55943379-01f3-4162-a347-cd8eaf8a6c8b,-0.71,-0.18,-1.13,-95.15,46.81,4.64,10,53,18,2025-05-25 23:58:14.692+0000
7ad7644c-b994-4807-aae3-0cbd725566f3,0.4,0.37,-0.04,83.44,65.92,-48.58,6,51,-5,2025-05-25 23:58:22.200+0000
faa52c77-f405-48d5-bef3-42225fdabeb3,0.37,0.36,-0.12,-2.5,84.53,6.77,19,49,-7,2025-05-25 23:58:18.203+0000
236a69ee-f3f0-4d8e-9881-bcca31e0946c,0.17,0.15,-0.23,44.13,94.36,-38.94,-17,44,-1,2025-05-25 23:58:47.747+0000
4a95fea8-0816-432a-8150-a29b169c2b6e,-0.78,0.24,-0.62,-168.39999,194.52,60.3,26,48,-2,2025-05-25 23:58:16.204+0000
744ce80d-ea2e-425f-927a-41e927f3a22f,-1.84,2.08,-0.43,171.75,-22.09,-16.11,-12,50,13,2025-05-25 23:59:05.783+0000
a628b6aa-9a55-44d8-8c56-63ac517e43ea,1.02,-0.09,-0.97,121.52,-88.5,122.92,-3,51,5,2025-05-25 23:58:49.258+0000
c5e6ec90-c260-4a2b-9a84-598eb02244f7,-3.82,-0.59,0.4,69.64,-116.33,42.72,25,46,-5,2025-05-25 23:57:56.606+0000
1859c3cc-6e0b-4565-a01c-9f605956c57a,0.3,-0.39,-0.03,-65.98,167.53999,-22.4,-5,48,5,2025-05-25 23:59:16.802+0000
4a831095-7078-4723-8bfb-53043e8d159f,-0.79,-0,-0.81,18.92,114.99,-20.57,20,51,4,2025-05-25 23:58:01.140+0000
9901be3b-4ccb-4fba-a5fc-4b4fa54e1d7f,-0.41,0.02,-0.39,-81.18,-44.01,-28.99,5,53,8,2025-05-25 23:58:12.694+0000
7fc77f12-b955-42d5-85a4-8a2a52997f67,-0.09,-0.35,-1.07,-40.89,-103.15,36.38,-16,45,10,2025-05-25 23:59:14.316+0000
370e24cc-8af4-47d0-8ebb-33490e9c1dba,0.09,0.24,-0.58,35.1,216.8,-74.28,27,51,6,2025-05-25 23:58:04.163+0000
1225207d-efb9-4b56-a70d-fbcc8dd4c4f1,0.17,-0.01,-0.27,-139.89,131.77,-94.3,-16,41,7,2025-05-25 23:58:37.704+0000
c42a8b41-cdf0-4d0e-9732-c64a68b290de,-0.62,0.17,-0.34,41.32,169.56,82.52,26,44,-7,2025-05-25 23:57:54.119+0000
154e300c-0b40-40af-89e6-2b1bac3731db,-0.69,0.08,-0.61,54.75,46.63,68.18,27,46,-6,2025-05-25 23:58:15.180+0000
8fb03278-04b9-4ddd-a091-8f07e3afcf09,-1,-0.18,-0.71,49.5,142.46001,-40.71,-16,25,-17,2025-05-25 23:58:07.672+0000
435e6800-5002-40f6-950f-35ea44f7c7b2,-0.95,-0.39,-0.43,-178.96001,79.59,-75.81,32,46,-2,2025-05-25 23:58:05.139+0000
114cf115-46b6-4918-915c-a9088cb2ba3a,-2.43,-0.82,-0.6,-160.52,-37.29,-8.54,0,49,-9,2025-05-25 23:58:20.689+0000
9184eadf-5a8e-4b1b-894f-68a9b610a708,0.48,-0.53,-0.15,-128.97,206.17999,-12.63,-21,42,4,2025-05-25 23:58:56.765+0000
aed07367-f871-4b92-8af9-11af32109cf7,-1.63,-0.1,-0.31,-131.47,113.28,15.69,21,48,-6,2025-05-25 23:57:45.102+0000
3a2a7239-6f83-4872-b2fd-9e91aa631a2a,-2.79,-0.14,-2.23,429.63,-531.67999,269.78,-25,42,4,2025-05-25 23:58:42.724+0000
073cad5d-a597-45ea-b23c-78c2dcaaad9c,0.27,0.1,-0.81,15.87,-153.87,-17.94,-32,33,14,2025-05-25 23:58:25.712+0000
eac56e69-572c-4706-a2f7-d40eada57a3d,-1.28,0.07,-0.25,130.92,-110.29,-41.81,-17,37,-2,2025-05-25 23:59:12.317+0000
b9cf58ed-3b72-488a-bf04-28737c9fb048,-0.51,0.12,-0.91,194.21001,-452.20999,255.98,0,51,22,2025-05-25 23:58:48.234+0000
2f03fc16-df51-4f55-a301-25e0a9c3fc0f,-0.12,-0.64,-1.46,51.57,-162.72,193.42,-17,44,10,2025-05-25 23:58:43.748+0000
7c728d39-9137-44c3-9918-b0cdbb8ba4ad,-3,0.45,-0.38,-188.72,144.17,-12.88,-5,47,6,2025-05-25 23:59:08.270+0000
5a8e65c9-8536-451d-b959-5393e145b751,-0.39,0.55,-0.35,101.2,104.74,6.04,-15,41,-9,2025-05-25 23:58:49.746+0000
888d1402-4499-460f-9601-582302e0a93b,-0.71,0.26,-0.98,64.39,-181.88,-136.41,19,51,11,2025-05-25 23:57:47.101+0000
112289ea-0e0f-48b4-b689-aaa74285f7bc,-1.18,0.29,-0.51,56.03,44.31,-45.53,23,46,0,2025-05-25 23:58:13.181+0000
a8ee58fc-ac3c-4e00-8606-be9f7e17827f,-4,0.5,0.34,122.19,-247.25,-22.22,-6,42,-9,2025-05-25 23:58:31.220+0000
33cce9df-bbcf-4b06-ac60-d96e7e6bf46b,-2.47,1.57,-0.41,187.87,-58.53,-32.53,-15,42,11,2025-05-25 23:59:17.290+0000
c42e3bec-a438-4f45-bcd4-230543fe4ac0,0.41,-0.99,-0.25,-64.82,290.16,-23.5,-24,37,-3,2025-05-25 23:58:26.686+0000
3efeb164-6b7f-4bdf-a067-e933d3307136,-1.17,-0.02,-0.95,133.67,-431.95001,30.82,24,50,20,2025-05-25 23:58:17.715+0000
3d9f78c0-571a-4016-84b6-03bc4a7871f2,-2.41,0.17,-0.47,90.39,-417.54001,-64.21,22,46,-3,2025-05-25 23:57:41.103+0000
190d02ae-9b79-4b94-922a-f70b829db934,0.84,-0.37,-0.49,-199.58,43.03,-60.91,12,54,4,2025-05-25 23:58:20.201+0000
82acb7f6-6ca5-4fa4-a296-cd38f7d09396,-0.26,-0.16,-1.8,84.47,26.55,151.37,-5,41,10,2025-05-25 23:58:38.192+0000
c7684556-38f7-4772-a6eb-d18cf3f488eb,-1.21,-0.44,0.77,15.75,39.55,15.81,-5,46,37,2025-05-25 23:59:24.797+0000
4c8360af-86ae-46f6-958c-33a973bf683f,-3.12,-1.44,0.11,3.6,-15.5,51.03,1,49,-3,2025-05-25 23:58:21.663+0000
9c5d774e-0491-41f2-9715-aa64c95f7ea8,-0.25,0.23,-2.14,-162.05,-8.12,6.1,-11,46,16,2025-05-25 23:58:12.207+0000
cefe1283-73f4-45ec-a802-9bc1650b098e,-1.72,-0.01,-0.05,138.55,-13.49,47.85,-3,46,16,2025-05-25 23:59:10.806+0000
8143a266-f5ca-49e4-b39a-67d4a0b2e90f,-1.37,0.18,-1.25,-11.41,-242.61,-105.22,17,50,3,2025-05-25 23:57:54.656+0000
6b6d0d98-dc67-46ae-9aa6-1965d2c0e049,-0.99,-0.34,0.2,6.65,-61.04,-25.02,10,52,31,2025-05-25 23:59:23.335+0000
d13f5d91-c945-4174-b777-33af595815f0,-1.1,-0.39,-1.16,17.82,-336.23999,33.02,24,53,18,2025-05-25 23:57:58.117+0000
2cf6b150-0bf5-4bb4-adad-1f15c2aee656,0.55,-0.48,-0.06,-122.44,114.93,-52.55,-9,47,-2,2025-05-25 23:59:10.270+0000
5dd81f29-7234-445d-8a08-7d38bce8d5fb,-3.81,-1.45,-0.27,23.25,13.61,41.2,-21,46,13,2025-05-25 23:58:46.234+0000
d1719be8-bf00-4fa4-85e6-092e6ea89eb7,-0.64,-0.36,-0.6,-57.25,58.78,-114.38,17,46,-5,2025-05-25 23:58:14.205+0000
354cf1a8-d104-442c-8038-94e3bbdb6fbb,0.35,-0.35,-0.7,-136.72,402.64999,2.5,-16,46,5,2025-05-25 23:58:30.685+0000
985a1b50-b615-4dae-b3f2-04510034ea92,0.02,-0.45,-0.71,92.29,-532.90002,4.58,-19,45,11,2025-05-25 23:58:28.198+0000
214ec93d-110f-4ab9-80a2-9ba68b493c60,-0.12,0.05,-0.8,-64.15,202.82001,-198.49001,-18,41,8,2025-05-25 23:58:27.710+0000
f5a66de7-2213-4e14-ba89-9460debbbc2d,-3.31,-0.31,0.15,102.48,-178.16,273.32001,-17,40,13,2025-05-25 23:59:15.778+0000
6f3aa037-8a27-4017-9dde-b65c802188e7,-2.41,-0.55,-1.02,188.28999,-492.92001,156.74001,-14,45,15,2025-05-25 23:58:36.193+0000
6c15c459-bfc2-4c29-a8b8-d3f445ef1dcf,-1.12,0.22,-0.21,54.26,-128.97,-30.58,-14,49,9,2025-05-25 23:59:02.275+0000
a1940aa2-258e-4b44-bab2-fc14543645c3,-0.3,0.01,-0.83,-23.74,-229.74001,-1.65,26,50,25,2025-05-25 23:58:16.691+0000
d2a12f45-260b-4019-8927-af3a0131d137,0.2,-0.42,-0.42,-25.88,134.09,-2.75,-13,41,0,2025-05-25 23:58:36.729+0000
baa50b81-5a8d-4e25-a02b-cce336be1dde,0.01,-0.48,-0.55,-42.36,81.36,62.99,-18,45,1,2025-05-25 23:58:11.182+0000
fa70191e-4328-4e6d-8e59-f187aaafd2d0,-2.86,-0.63,-1.29,3.6,-491.03,-183.28999,21,47,2,2025-05-25 23:57:48.124+0000
59850799-642e-4776-bd75-3f166b594b09,-0.83,0.3,-0.87,49.26,-401.17999,-86.12,30,45,1,2025-05-25 23:57:52.121+0000
e5f72adc-55d2-40a6-afbf-2d0358fd07db,-2.07,0.07,-1.14,-35.77,-428.95999,-19.17,16,52,20,2025-05-25 23:57:45.638+0000
9fd88bd6-5bee-4c04-a38f-9e5702f440f1,0.11,0.01,-0.18,-99.43,25.09,-208.92,-13,48,17,2025-05-25 23:58:43.212+0000
be9727e3-7e57-4857-8674-4bc38f538f06,0.41,-0.41,-0.53,-85.27,247.99001,-19.9,23,51,1,2025-05-25 23:57:39.106+0000
4b447000-6bf4-4e1c-8262-6dcf463cf9e2,-1.1,0.43,-0.12,-126.89,88.68,78.19,-10,46,0,2025-05-25 23:59:09.781+0000
9290b8ae-4a57-461b-914e-27b279ae6ff4,-1.37,-0.15,-0.5,50.05,166.44,-38.51,-21,21,-3,2025-05-25 23:58:38.728+0000
e303d5f0-cc7c-4406-b787-6e62d13ed7e9,-1.51,-1.14,-0.42,-26.25,-158.2,22.52,12,53,8,2025-05-25 23:57:39.593+0000
8ee0634a-9112-43e4-835d-512600bb1307,0.03,-0.01,-0.22,0.37,262.94,30.21,21,42,-12,2025-05-25 23:57:55.143+0000
39f9fddb-732e-4b79-9654-be3b91c56041,-3.12,-1.11,0.46,155.33,-111.57,-22.09,-14,49,23,2025-05-25 23:58:35.218+0000
17714c01-9f22-4504-b27e-6a0aa79de4d9,0.68,0.24,-0.6,14.89,144.10001,-87.95,25,51,7,2025-05-25 23:57:59.628+0000
57848283-6b56-4301-9672-f08c1ac9b839,0.74,-0.77,-0.45,-109.68,68.48,-2.01,21,52,14,2025-05-25 23:57:48.613+0000
b2e00505-33c0-493a-8e4b-4776d5701d98,0.44,0.63,0.13,6.23,-29.48,-3.72,-9,47,24,2025-05-25 23:59:06.271+0000
52d52bc0-808b-466d-8b34-8c93444da7f0,0.14,0.2,-0.37,10.31,190.86,72.75,-16,45,0,2025-05-25 23:58:10.158+0000
22037f07-843e-4a79-9a3b-8be7eb73a9ad,0.28,-0.3,-0.48,-58.23,230.35001,-7.45,26,49,0,2025-05-25 23:57:50.123+0000
2338354c-42d4-477c-9797-676531e4ae43,0.37,-0.16,-0.61,-189.94,243.03999,-68.97,25,47,24,2025-05-25 23:58:03.140+0000
eb761c95-6c0e-44a8-aa9e-0b60c50dbc30,0.42,-0.32,0.02,-68.73,150.27,-0.85,-18,39,6,2025-05-25 23:58:42.238+0000
