id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,timestamp
3d2d7e8d-8273-4cc4-9830-52bbdf2945dc,-0.71,-0.09,-0.11,-149.53999,61.77,80.69,13,55,18,2025-06-09 09:51:54.655+0000
6c1aac7e-39be-4177-9084-1afc2a5b484b,-1.36,0.18,-0.06,-149.78,50.96,89.36,6,55,28,2025-06-09 09:51:52.608+0000
d45b571d-5265-45df-9708-d7d0778e388f,0.48,-1.51,-0.26,9.46,224.73,121.77,46,59,47,2025-06-09 09:51:31.107+0000
707bc04c-dda5-432e-b61a-fc5a4d4c7c03,-0.8,-0.53,0.1,73.49,-27.77,-54.63,14,58,36,2025-06-09 09:52:01.627+0000
6c2dabc2-3f16-4e05-8b28-f08e29f8684c,-0.01,0.1,-0.18,-53.65,17.88,-2.81,42,60,44,2025-06-09 09:51:25.062+0000
69d5bb00-b362-410d-b91a-95604033e4e8,-1.53,0.88,-0.21,80.38,-0.31,-8.85,49,37,42,2025-06-09 09:51:06.049+0000
a07fd25d-a666-46bf-b365-43acf8cc5433,0.45,-0.31,-0.53,-13.31,210.94,92.04,11,58,39,2025-06-09 09:52:01.139+0000
263e6225-36ef-4224-b049-c5a45a3876f0,-2.72,-1.24,0.79,-32.1,-446.95999,-174.74001,43,58,51,2025-06-09 09:51:25.599+0000
76cd20a0-4a50-4bae-bd73-ee7c95cc1033,-0.16,0.14,-0.14,-99,77.88,53.16,44,55,42,2025-06-09 09:51:19.602+0000
a58737b4-d78b-4374-8919-134a4b3620a5,0.78,-0.07,-0.77,1.22,216.61,98.14,7,58,41,2025-06-09 09:51:51.144+0000
497a468b-6ab7-41f9-8016-d14c91070556,-3.28,-0.47,0.02,-75.26,244.45,61.58,52,43,53,2025-06-09 09:51:12.584+0000
bdb33cc7-5894-4aad-926d-8692ec96d82e,-1.91,-0.55,-0.18,50.23,-111.94,-57.62,53,57,41,2025-06-09 09:51:21.164+0000
482f55e2-1a8b-44e4-a001-b41afa4c7923,-1.08,0.07,0.07,-86.3,-54.5,5.31,12,57,26,2025-06-09 09:52:00.651+0000
3a876bd3-19b1-4fd2-a4dc-bab6f67779ba,-3.81,-1.08,1.18,35.52,-437.44,-196.11,53,57,37,2025-06-09 09:51:30.571+0000
b24369f0-67f4-4358-800e-fbe2b87910b6,-1.01,-0.06,-0.47,74.1,-555.23999,-262.51001,11,56,32,2025-06-09 09:51:48.609+0000
